node_id,hour,te,q_rem,penalty_cost,revenue
32406965,61320,1660.0834,0.9440,3,82787.7952
32406965,70080,1850.9596,0.9376,3,91149.7057
32406965,78840,1993.8302,0.9328,3,98244.1844
32406965,87600,2110.9555,0.9289,3,103999.1387
32406965,87864,2115.5282,0.9287,3,104155.4883
32406965,8760,236.4217,0.9920,4,11905.7033
32406965,17520,390.5883,0.9868,4,21897.3004
32406965,26280,578.4859,0.9805,4,30022.1347
32406965,35040,736.1505,0.9752,4,38841.4368
32406965,43800,877.1128,0.9704,4,45799.2141
32406965,52560,938.3528,0.9684,4,48631.0478
32406965,61320,1106.6817,0.9627,4,61652.7706
32406965,70080,1230.4535,0.9585,4,67711.1056
32406965,78840,1322.6593,0.9554,4,73095.4716
32406965,87600,1388.3082,0.9532,4,77584.1673
32406965,87864,1390.5959,0.9531,4,77692.2758
32406965,8760,172.8364,0.9942,5,8657.0237
32406965,17520,284.6894,0.9904,5,16583.8589
32406965,26280,403.7681,0.9864,5,22339.1477
32406965,35040,513.0662,0.9827,5,29124.5051
32406965,43800,615.9888,0.9792,5,34194.9286
32406965,52560,653.2015,0.9780,5,36285.4723
32406965,61320,777.1604,0.9738,5,47104.0666
32406965,70080,860.8896,0.9710,5,51577.4273
32406965,78840,922.4006,0.9689,5,55822.1161
32406965,87600,963.6650,0.9675,5,59557.3732
32406965,87864,964.8260,0.9675,5,59639.8946
32406965,8760,124.6837,0.9958,6,6283.3270
32406965,17520,208.1476,0.9930,6,12678.7224
32406965,26280,290.2742,0.9902,6,16863.9009
32406965,35040,369.0856,0.9876,6,22209.4892
32406965,43800,442.3069,0.9851,6,25877.7485
32406965,52560,467.8477,0.9842,6,27480.1565
32406965,61320,559.1092,0.9812,6,36633.8598
32406965,70080,622.0875,0.9790,6,39988.9667
32406965,78840,665.9813,0.9776,6,43422.2666
32406965,87600,696.2581,0.9765,6,46626.9632
32406965,87864,697.0511,0.9765,6,46695.4886
32406965,8760,89.0278,0.9970,7,4577.6125
32406965,17520,149.9689,0.9949,7,9828.9434
32406965,26280,207.9465,0.9930,7,12894.7582
32406965,35040,268.0358,0.9910,7,17170.0644
32406965,43800,316.4736,0.9893,7,19868.9978
32406965,52560,334.2434,0.9887,7,21128.4241
32406965,61320,410.1762,0.9862,7,28986.8656
32406965,70080,457.2261,0.9846,7,31472.9221
32406965,78840,490.8088,0.9835,7,34305.1632
32406965,87600,512.1981,0.9827,7,37128.0339
32406965,87864,512.9929,0.9827,7,37183.8088
32406967,8760,1267.1490,0.9572,1,34822.8189
32406967,17520,2674.8980,0.9098,1,60826.0038
32406967,26280,4103.8587,0.8614,1,86777.6308
32406967,35040,5373.5402,0.8189,1,109979.5074
32406967,43800,6743.8873,0.7727,1,129410.5758
32406967,52560,7549.9844,0.7455,1,140554.3793
32406967,61320,8421.0469,0.7162,1,163997.1443
32406967,70080,9304.5414,0.6864,1,179716.3762
32406967,78840,10078.0087,0.6603,1,192080.7122
32406967,87600,10828.1821,0.6350,1,202753.3049
32406967,87864,10849.0099,0.6343,1,203119.9238
32406967,8760,529.4394,0.9821,2,23134.3036
32406967,17520,911.9831,0.9692,2,40157.1196
32406967,26280,1352.6169,0.9544,2,57294.9867
32406967,35040,1730.7047,0.9417,2,73384.0968
32406967,43800,2083.0152,0.9298,2,87068.4899
32406967,52560,2314.3524,0.9220,2,93642.5057
32406967,61320,2692.0002,0.9093,2,113867.5152
32406967,70080,3021.0768,0.8982,2,125850.7559
32406967,78840,3264.1044,0.8900,2,135472.7342
32406967,87600,3491.0855,0.8823,2,143497.9951
32406967,87864,3499.3194,0.8820,2,143745.4408
32406967,8760,343.3841,0.9884,3,16460.1742
32406967,17520,570.2470,0.9808,3,28915.8620
32406967,26280,847.3748,0.9714,3,40658.9546
32406967,35040,1074.7763,0.9638,3,52395.4710
32406967,43800,1290.7016,0.9565,3,62047.6646
32406967,52560,1405.6586,0.9526,3,66183.4602
32406967,61320,1647.4181,0.9445,3,82243.8022
32406967,70080,1838.3857,0.9380,3,90609.7582
32406967,78840,1981.3263,0.9332,3,97707.7938
32406967,87600,2098.5104,0.9293,3,103465.5216
32406967,87864,2103.0856,0.9291,3,103621.9133
32406967,8760,236.4217,0.9920,4,11904.1985
32406967,17520,381.8982,0.9871,4,21473.3287
32406967,26280,569.8587,0.9808,4,29600.6658
32406967,35040,727.5720,0.9755,4,38418.1004
32406967,43800,868.5813,0.9707,4,45378.2506
32406967,52560,929.8434,0.9687,4,48211.0202
32406967,61320,1098.5944,0.9630,4,61236.9184
32406967,70080,1222.4036,0.9588,4,67297.1372
32406967,78840,1314.6382,0.9557,4,72683.2063
32406967,87600,1380.3082,0.9535,4,77173.2203
32406967,87864,1382.5965,0.9534,4,77281.3401
32406967,8760,172.8364,0.9942,5,8655.8390
32406967,17520,278.1540,0.9906,5,16280.6388
32406967,26280,397.2650,0.9866,5,22037.1673
32406967,35040,506.2053,0.9829,5,28817.3903
32406967,43800,609.1555,0.9795,5,33889.1866
32406967,52560,646.3788,0.9782,5,35980.2576
32406967,61320,770.3686,0.9740,5,46801.7077
32406967,70080,854.1183,0.9712,5,51276.2330
32406967,78840,915.6451,0.9691,5,55521.9928
32406967,87600,956.9206,0.9678,5,59258.1629
32406967,87864,958.0819,0.9677,5,59340.6863
32406967,8760,124.6837,0.9958,6,6282.4646
32406967,17520,202.9873,0.9932,6,12478.5214
32406967,26280,285.1318,0.9904,6,16664.5210
32406967,35040,364.1440,0.9877,6,22006.5879
32406967,43800,437.3797,0.9853,6,25675.5564
32406967,52560,462.9254,0.9844,6,27278.2478
32406967,61320,554.2037,0.9813,6,36433.6947
32406967,70080,617.1937,0.9792,6,39789.4316
32406967,78840,661.0959,0.9777,6,43223.3442
32406967,87600,691.3779,0.9767,6,46428.5956
32406967,87864,692.1709,0.9767,6,46497.1211
32406967,8760,89.0278,0.9970,7,4576.7878
32406967,17520,146.5877,0.9951,7,9692.3476
32406967,26280,204.9677,0.9931,7,12758.4547
32406967,35040,265.0634,0.9911,7,17030.0290
32406967,43800,313.5068,0.9894,7,19729.2724
32406967,52560,331.2788,0.9888,7,20988.8279
32406967,61320,407.2201,0.9863,7,28848.2069
32406967,70080,454.2751,0.9847,7,31334.5447
32406967,78840,487.8616,0.9836,7,34167.0780
32406967,87600,509.2533,0.9828,7,36990.2398
32406967,87864,510.0482,0.9828,7,37046.0143
32407371,8760,1310.7769,0.9557,1,33388.3247
32407371,17520,2472.2922,0.9166,1,48467.6139
32407371,26280,3605.9987,0.8783,1,66741.5159
32407371,35040,4691.0768,0.8418,1,84234.0700
32407371,43800,5693.9683,0.8081,1,97418.9951
32407371,52560,6576.4817,0.7783,1,108250.5330
32407371,61320,7477.3879,0.7480,1,127710.8268
32407371,70080,8350.0789,0.7185,1,141638.3427
32407371,78840,9096.9724,0.6934,1,150477.5864
32407371,87600,9846.5284,0.6681,1,158467.8704
32407371,87864,9869.0602,0.6673,1,158852.1622
32407371,8760,539.4884,0.9818,2,21416.4178
32407371,17520,850.0749,0.9713,2,28525.4456
32407371,26280,1207.7127,0.9593,2,38866.6049
32407371,35040,1532.3484,0.9484,2,49440.2720
32407371,43800,1791.4760,0.9396,2,57048.3986
32407371,52560,2022.1345,0.9319,2,62729.3325
32407371,61320,2353.2795,0.9207,2,77547.8677
32407371,70080,2642.2402,0.9109,2,87334.2006
32407371,78840,2849.0060,0.9040,2,92525.9123
32407371,87600,3051.2007,0.8972,2,96901.6206
32407371,87864,3060.6576,0.8968,2,97149.2315
32407371,8760,343.1429,0.9884,3,14636.8145
32407371,17520,494.3194,0.9833,3,18253.7369
32407371,26280,692.1885,0.9767,3,24435.8227
32407371,35040,882.2480,0.9703,3,31231.0957
32407371,43800,1012.5266,0.9659,3,36014.6231
32407371,52560,1118.7304,0.9623,3,39379.3156
32407371,61320,1312.3021,0.9558,3,50565.6319
32407371,70080,1477.6172,0.9502,3,57234.3956
32407371,78840,1583.4101,0.9466,3,60268.5911
32407371,87600,1669.9525,0.9437,3,62658.3814
32407371,87864,1674.6143,0.9436,3,62805.4788
32407371,8760,222.9315,0.9925,4,10164.0388
32407371,17520,296.2940,0.9900,4,12045.9754
32407371,26280,416.3376,0.9859,4,15763.8983
32407371,35040,532.3040,0.9821,4,20219.5362
32407371,43800,607.2260,0.9795,4,23445.9920
32407371,52560,661.4343,0.9777,4,25611.6914
32407371,61320,789.0671,0.9734,4,34458.6989
32407371,70080,893.5425,0.9699,4,39133.2345
32407371,78840,954.8820,0.9678,4,40908.2626
32407371,87600,996.3039,0.9664,4,42356.2687
32407371,87864,998.4132,0.9664,4,42455.7324
32407371,8760,163.5016,0.9945,5,7163.4129
32407371,17520,200.6105,0.9932,5,8198.0298
32407371,26280,267.3925,0.9910,5,10477.8596
32407371,35040,338.0164,0.9886,5,13442.8837
32407371,43800,386.1394,0.9870,5,15702.7479
32407371,52560,416.2654,0.9860,5,17231.7437
32407371,61320,505.2345,0.9830,5,24425.0606
32407371,70080,573.6943,0.9807,5,27762.4084
32407371,78840,609.8884,0.9794,5,28823.0350
32407371,87600,630.7679,0.9787,5,29819.0160
32407371,87864,631.5616,0.9787,5,29897.4963
32407371,8760,113.1298,0.9962,6,4968.7688
32407371,17520,131.8359,0.9956,6,5558.1649
32407371,26280,173.0025,0.9942,6,7005.8834
32407371,35040,218.8677,0.9926,6,9058.7798
32407371,43800,250.5486,0.9916,6,10710.4769
32407371,52560,271.5272,0.9908,6,11839.0417
32407371,61320,335.2260,0.9887,6,17857.1464
32407371,70080,385.5341,0.9870,6,20284.5194
32407371,78840,405.0314,0.9864,6,20917.4582
32407371,87600,418.4153,0.9859,6,21641.8892
32407371,87864,419.2111,0.9859,6,21707.5963
32407371,8760,77.6690,0.9974,7,3453.7092
32407371,17520,90.2211,0.9970,7,3800.3928
32407371,26280,116.3184,0.9961,7,4742.3165
32407371,35040,146.5764,0.9951,7,6207.3830
32407371,43800,166.2571,0.9944,7,7457.8456
32407371,52560,181.1516,0.9939,7,8307.0220
32407371,61320,226.5995,0.9924,7,13468.9325
32407371,70080,262.8722,0.9911,7,15227.8122
32407371,78840,274.9528,0.9907,7,15617.6872
32407371,87600,282.6656,0.9905,7,16171.4564
32407371,87864,283.4628,0.9904,7,16224.3472
32407373,8760,1310.7769,0.9557,1,33388.3247
32407373,17520,2472.2922,0.9166,1,48467.6139
32407373,26280,3605.9987,0.8783,1,66741.5159
32407373,35040,4691.0768,0.8418,1,84234.0700
32407373,43800,5693.9683,0.8081,1,97418.9951
32407373,52560,6576.4817,0.7783,1,108250.5330
32407373,61320,7477.3879,0.7480,1,127710.8268
32407373,70080,8350.0789,0.7185,1,141638.3427
32407373,78840,9096.9724,0.6934,1,150477.5864
32407373,87600,9846.5284,0.6681,1,158467.8704
32407373,87864,9869.0602,0.6673,1,158852.1622
32407373,8760,539.4884,0.9818,2,21416.4178
32407373,17520,850.0749,0.9713,2,28525.4456
32407373,26280,1207.7127,0.9593,2,38866.6049
32407373,35040,1532.3484,0.9484,2,49440.2720
32407373,43800,1791.4760,0.9396,2,57048.3986
32407373,52560,2022.1345,0.9319,2,62729.3325
32407373,61320,2353.2795,0.9207,2,77547.8677
32407373,70080,2642.2402,0.9109,2,87334.2006
32407373,78840,2849.0060,0.9040,2,92525.9123
32407373,87600,3051.2007,0.8972,2,96901.6206
32407373,87864,3060.6576,0.8968,2,97149.2315
32407373,8760,343.1429,0.9884,3,14636.8145
32407373,17520,494.3194,0.9833,3,18253.7369
32407373,26280,692.1885,0.9767,3,24435.8227
32407373,35040,882.2480,0.9703,3,31231.0957
32407373,43800,1012.5266,0.9659,3,36014.6231
32407373,52560,1118.7304,0.9623,3,39379.3156
32407373,61320,1312.3021,0.9558,3,50565.6319
32407373,70080,1477.6172,0.9502,3,57234.3956
32407373,78840,1583.4101,0.9466,3,60268.5911
32407373,87600,1669.9525,0.9437,3,62658.3814
32407373,87864,1674.6143,0.9436,3,62805.4788
32407373,8760,222.9315,0.9925,4,10164.0388
32407373,17520,296.2940,0.9900,4,12045.9754
32407373,26280,416.3376,0.9859,4,15763.8983
32407373,35040,532.3040,0.9821,4,20219.5362
32407373,43800,607.2260,0.9795,4,23445.9920
32407373,52560,661.4343,0.9777,4,25611.6914
32407373,61320,789.0671,0.9734,4,34458.6989
32407373,70080,893.5425,0.9699,4,39133.2345
32407373,78840,954.8820,0.9678,4,40908.2626
32407373,87600,996.3039,0.9664,4,42356.2687
32407373,87864,998.4132,0.9664,4,42455.7324
32407373,8760,163.5016,0.9945,5,7163.4129
32407373,17520,200.6105,0.9932,5,8198.0298
32407373,26280,267.3925,0.9910,5,10477.8596
32407373,35040,338.0164,0.9886,5,13442.8837
32407373,43800,386.1394,0.9870,5,15702.7479
32407373,52560,416.2654,0.9860,5,17231.7437
32407373,61320,505.2345,0.9830,5,24425.0606
32407373,70080,573.6943,0.9807,5,27762.4084
32407373,78840,609.8884,0.9794,5,28823.0350
32407373,87600,630.7679,0.9787,5,29819.0160
32407373,87864,631.5616,0.9787,5,29897.4963
32407373,8760,113.1298,0.9962,6,4968.7688
32407373,17520,131.8359,0.9956,6,5558.1649
32407373,26280,173.0025,0.9942,6,7005.8834
32407373,35040,218.8677,0.9926,6,9058.7798
32407373,43800,250.5486,0.9916,6,10710.4769
32407373,52560,271.5272,0.9908,6,11839.0417
32407373,61320,335.2260,0.9887,6,17857.1464
32407373,70080,385.5341,0.9870,6,20284.5194
32407373,78840,405.0314,0.9864,6,20917.4582
32407373,87600,418.4153,0.9859,6,21641.8892
32407373,87864,419.2111,0.9859,6,21707.5963
32407373,8760,77.6690,0.9974,7,3453.7092
32407373,17520,90.2211,0.9970,7,3800.3928
32407373,26280,116.3184,0.9961,7,4742.3165
32407373,35040,146.5764,0.9951,7,6207.3830
32407373,43800,166.2571,0.9944,7,7457.8456
32407373,52560,181.1516,0.9939,7,8307.0220
32407373,61320,226.5995,0.9924,7,13468.9325
32407373,70080,262.8722,0.9911,7,15227.8122
32407373,78840,274.9528,0.9907,7,15617.6872
32407373,87600,282.6656,0.9905,7,16171.4564
32407373,87864,283.4628,0.9904,7,16224.3472
32417605,8760,1310.7769,0.9557,1,33388.3247
32417605,17520,2472.2922,0.9166,1,48411.7844
32417605,26280,3605.9987,0.8783,1,66685.6864
32417605,35040,4691.0768,0.8418,1,84178.2405
32417605,43800,5693.9683,0.8081,1,97363.1656
32417605,52560,6574.9080,0.7784,1,108087.5956
32417605,61320,7472.6020,0.7481,1,127410.5534
32417605,70080,8345.4323,0.7187,1,141341.0671
32417605,78840,9092.8678,0.6935,1,150192.8944
32417605,87600,9842.5385,0.6683,1,158184.8001
32417605,87864,9865.0741,0.6675,1,158569.1602
32417605,8760,539.4884,0.9818,2,21416.4178
32417605,17520,850.0749,0.9713,2,28471.0947
32417605,26280,1207.7127,0.9593,2,38812.2539
32417605,35040,1532.3484,0.9484,2,49385.9211
32417605,43800,1791.4760,0.9396,2,56994.0476
32417605,52560,2019.5582,0.9319,2,62583.1162
32417605,61320,2348.7420,0.9208,2,77249.7024
32417605,70080,2637.7519,0.9111,2,87037.7799
32417605,78840,2845.0967,0.9041,2,92234.2887
32417605,87600,3047.3226,0.8973,2,96610.7214
32417605,87864,3056.7809,0.8969,2,96858.3618
32417605,8760,343.1429,0.9884,3,14636.8145
32417605,17520,494.3194,0.9833,3,18198.9800
32417605,26280,692.1885,0.9767,3,24381.0658
32417605,35040,882.2480,0.9703,3,31176.3388
32417605,43800,1012.5266,0.9659,3,35959.8662
32417605,52560,1117.3649,0.9623,3,39259.8916
32417605,61320,1309.5889,0.9558,3,50323.4158
32417605,70080,1474.9208,0.9503,3,56992.8670
32417605,78840,1580.7250,0.9467,3,60029.1391
32417605,87600,1667.2766,0.9438,3,62419.1921
32417605,87864,1671.9391,0.9436,3,62566.2975
32417605,8760,222.9315,0.9925,4,10164.0388
32417605,17520,296.2940,0.9900,4,11990.9681
32417605,26280,416.3376,0.9859,4,15708.8911
32417605,35040,532.3040,0.9821,4,20164.5290
32417605,43800,607.2260,0.9795,4,23390.9847
32417605,52560,660.8477,0.9777,4,25505.2990
32417605,61320,786.3530,0.9735,4,34249.4643
32417605,70080,890.8384,0.9700,4,38924.4761
32417605,78840,952.1845,0.9679,4,40701.4820
32417605,87600,993.6108,0.9665,4,42149.6455
32417605,87864,995.7203,0.9664,4,42249.1113
32417605,8760,163.5016,0.9945,5,7163.4129
32417605,17520,200.6105,0.9932,5,8142.8989
32417605,26280,267.3925,0.9910,5,10422.7288
32417605,35040,338.0164,0.9886,5,13387.7528
32417605,43800,386.1394,0.9870,5,15647.6171
32417605,52560,415.6738,0.9860,5,17134.2776
32417605,61320,503.4432,0.9830,5,24239.6175
32417605,70080,571.9076,0.9807,5,27577.1907
32417605,78840,608.1041,0.9795,5,28639.7053
32417605,87600,628.9851,0.9788,5,29635.7549
32417605,87864,629.7787,0.9788,5,29714.2352
32417605,8760,113.1298,0.9962,6,4968.7688
32417605,17520,131.6348,0.9956,6,5504.4094
32417605,26280,172.8018,0.9942,6,6952.1399
32417605,35040,218.6673,0.9926,6,9005.0522
32417605,43800,250.3484,0.9916,6,10656.7621
32417605,52560,270.7327,0.9909,6,11752.3256
32417605,61320,333.4496,0.9888,6,17702.0419
32417605,70080,383.7611,0.9871,6,20129.5769
32417605,78840,403.2597,0.9864,6,20762.5573
32417605,87600,416.6447,0.9860,6,21487.0361
32417605,87864,417.4405,0.9859,6,21552.7429
32417605,8760,77.6690,0.9974,7,3453.7092
32417605,17520,89.6230,0.9970,7,3755.0825
32417605,26280,115.7209,0.9961,7,4697.0307
32417605,35040,145.9795,0.9951,7,6162.1316
32417605,43800,165.6607,0.9944,7,7412.6225
32417605,52560,179.9592,0.9939,7,8238.2723
32417605,61320,224.4202,0.9924,7,13347.4809
32417605,70080,260.6958,0.9912,7,15106.5043
32417605,78840,272.7773,0.9908,7,15496.4109
32417605,87600,280.4908,0.9905,7,16050.2228
32417605,87864,281.2880,0.9905,7,16103.1128
40243655,8760,1181.2126,0.9601,1,33801.8726
40243655,17520,2067.0264,0.9302,1,46258.8477
40243655,26280,2966.1675,0.8999,1,63129.4339
40243655,35040,3797.8439,0.8720,1,79894.3564
40243655,43800,4572.2264,0.8459,1,92895.1676
40243655,52560,5299.7563,0.8213,1,104106.4375
40243655,61320,6067.5500,0.7955,1,126946.2107
40243655,70080,6812.8668,0.7703,1,143482.9090
40243655,78840,7499.5075,0.7472,1,154095.3610
40243655,87600,8166.0020,0.7247,1,163362.5007
40243655,87864,8189.4297,0.7239,1,163903.0645
40243655,8760,539.5467,0.9818,2,22057.7146
40243655,17520,800.6151,0.9730,2,27861.7926
40243655,26280,1122.1211,0.9622,2,37531.5023
40243655,35040,1402.2085,0.9527,2,48535.3584
40243655,43800,1630.7463,0.9450,2,56563.6621
40243655,52560,1859.1570,0.9373,2,62812.6311
40243655,61320,2203.9130,0.9257,2,80888.8605
40243655,70080,2495.5241,0.9159,2,93218.7186
40243655,78840,2719.2104,0.9083,2,99936.9574
40243655,87600,2926.5088,0.9014,2,105447.0542
40243655,87864,2937.6342,0.9009,2,105823.6976
40243655,8760,342.9036,0.9884,3,15296.9253
40243655,17520,472.2475,0.9841,3,18168.4704
40243655,26280,649.5625,0.9781,3,24079.2197
40243655,35040,826.1142,0.9722,3,31734.3902
40243655,43800,959.2651,0.9677,3,37175.0466
40243655,52560,1062.9161,0.9642,3,41087.0807
40243655,61320,1292.0841,0.9564,3,55174.6627
40243655,70080,1478.1995,0.9502,3,64144.0333
40243655,78840,1601.1981,0.9460,3,68436.2276
40243655,87600,1703.2014,0.9426,3,71751.5102
40243655,87864,1708.6393,0.9424,3,72006.9628
40243655,8760,235.2386,0.9921,4,10773.0879
40243655,17520,298.4845,0.9899,4,12171.6506
40243655,26280,406.4221,0.9863,4,15852.6159
40243655,35040,522.6790,0.9824,4,21282.4998
40243655,43800,607.4143,0.9795,4,25097.6093
40243655,52560,666.0408,0.9776,4,27767.0817
40243655,61320,818.0241,0.9724,4,39062.0679
40243655,70080,946.1230,0.9681,4,45699.1222
40243655,78840,1027.1364,0.9654,4,48447.5492
40243655,87600,1081.9522,0.9635,4,50594.5986
40243655,87864,1084.8428,0.9634,4,50793.0197
40243655,8760,160.5317,0.9946,5,7664.1673
40243655,17520,189.1102,0.9936,5,8358.0517
40243655,26280,253.7665,0.9914,5,10710.4607
40243655,35040,334.3105,0.9887,5,14601.6617
40243655,43800,385.9925,0.9870,5,17383.4150
40243655,52560,421.0337,0.9858,5,19368.9035
40243655,61320,528.2786,0.9822,5,28711.2297
40243655,70080,619.7748,0.9791,5,33677.8311
40243655,78840,668.3973,0.9775,5,35435.2244
40243655,87600,697.4659,0.9765,5,36947.9889
40243655,87864,700.3953,0.9764,5,37101.2233
40243655,8760,121.5091,0.9959,6,5403.4922
40243655,17520,137.2164,0.9954,6,5761.4951
40243655,26280,177.1722,0.9940,6,7290.5792
40243655,35040,231.5680,0.9922,6,10113.7368
40243655,43800,266.4331,0.9910,6,12223.5990
40243655,52560,289.1947,0.9903,6,13770.6407
40243655,61320,370.6497,0.9875,6,21680.7095
40243655,70080,434.1633,0.9854,6,25447.2457
40243655,78840,463.0741,0.9844,6,26617.2497
40243655,87600,480.9454,0.9838,6,27780.2163
40243655,87864,482.7161,0.9837,6,27898.3243
40243655,8760,86.6498,0.9971,7,3797.9205
40243655,17520,93.0289,0.9969,7,3986.2132
40243655,26280,115.7441,0.9961,7,5018.0810
40243655,35040,151.7620,0.9949,7,7132.5310
40243655,43800,177.2017,0.9940,7,8768.4897
40243655,52560,193.6950,0.9935,7,10007.4563
40243655,61320,252.0297,0.9915,7,16831.6024
40243655,70080,302.3223,0.9898,7,19692.7961
40243655,78840,320.1183,0.9892,7,20490.2513
40243655,87600,331.7833,0.9888,7,21418.5621
40243655,87864,333.5632,0.9888,7,21508.3513
40243657,8760,1181.2126,0.9601,1,33801.8726
40243657,17520,2067.0264,0.9302,1,46258.8477
40243657,26280,2966.1675,0.8999,1,63129.4339
40243657,35040,3797.8439,0.8720,1,79894.3564
40243657,43800,4572.2264,0.8459,1,92895.1676
40243657,52560,5299.7563,0.8213,1,104106.4375
40243657,61320,6067.5500,0.7955,1,126946.2107
40243657,70080,6812.8668,0.7703,1,143482.9090
40243657,78840,7499.5075,0.7472,1,154095.3610
40243657,87600,8166.0020,0.7247,1,163362.5007
40243657,87864,8189.4297,0.7239,1,163903.0645
40243657,8760,539.5467,0.9818,2,22057.7146
40243657,17520,800.6151,0.9730,2,27861.7926
40243657,26280,1122.1211,0.9622,2,37531.5023
40243657,35040,1402.2085,0.9527,2,48535.3584
40243657,43800,1630.7463,0.9450,2,56563.6621
40243657,52560,1859.1570,0.9373,2,62812.6311
40243657,61320,2203.9130,0.9257,2,80888.8605
40243657,70080,2495.5241,0.9159,2,93218.7186
40243657,78840,2719.2104,0.9083,2,99936.9574
40243657,87600,2926.5088,0.9014,2,105447.0542
40243657,87864,2937.6342,0.9009,2,105823.6976
40243657,8760,342.9036,0.9884,3,15296.9253
40243657,17520,472.2475,0.9841,3,18168.4704
40243657,26280,649.5625,0.9781,3,24079.2197
40243657,35040,826.1142,0.9722,3,31734.3902
40243657,43800,959.2651,0.9677,3,37175.0466
40243657,52560,1062.9161,0.9642,3,41087.0807
40243657,61320,1292.0841,0.9564,3,55174.6627
40243657,70080,1478.1995,0.9502,3,64144.0333
40243657,78840,1601.1981,0.9460,3,68436.2276
40243657,87600,1703.2014,0.9426,3,71751.5102
40243657,87864,1708.6393,0.9424,3,72006.9628
40243657,8760,235.2386,0.9921,4,10773.0879
40243657,17520,298.4845,0.9899,4,12171.6506
40243657,26280,406.4221,0.9863,4,15852.6159
40243657,35040,522.6790,0.9824,4,21282.4998
40243657,43800,607.4143,0.9795,4,25097.6093
40243657,52560,666.0408,0.9776,4,27767.0817
40243657,61320,818.0241,0.9724,4,39062.0679
40243657,70080,946.1230,0.9681,4,45699.1222
40243657,78840,1027.1364,0.9654,4,48447.5492
40243657,87600,1081.9522,0.9635,4,50594.5986
40243657,87864,1084.8428,0.9634,4,50793.0197
40243657,8760,160.5317,0.9946,5,7664.1673
40243657,17520,189.1102,0.9936,5,8358.0517
40243657,26280,253.7665,0.9914,5,10710.4607
40243657,35040,334.3105,0.9887,5,14601.6617
40243657,43800,385.9925,0.9870,5,17383.4150
40243657,52560,421.0337,0.9858,5,19368.9035
40243657,61320,528.2786,0.9822,5,28711.2297
40243657,70080,619.7748,0.9791,5,33677.8311
40243657,78840,668.3973,0.9775,5,35435.2244
40243657,87600,697.4659,0.9765,5,36947.9889
40243657,87864,700.3953,0.9764,5,37101.2233
40243657,8760,121.5091,0.9959,6,5403.4922
40243657,17520,137.2164,0.9954,6,5761.4951
40243657,26280,177.1722,0.9940,6,7290.5792
40243657,35040,231.5680,0.9922,6,10113.7368
40243657,43800,266.4331,0.9910,6,12223.5990
40243657,52560,289.1947,0.9903,6,13770.6407
40243657,61320,370.6497,0.9875,6,21680.7095
40243657,70080,434.1633,0.9854,6,25447.2457
40243657,78840,463.0741,0.9844,6,26617.2497
40243657,87600,480.9454,0.9838,6,27780.2163
40243657,87864,482.7161,0.9837,6,27898.3243
40243657,8760,86.6498,0.9971,7,3797.9205
40243657,17520,93.0289,0.9969,7,3986.2132
40243657,26280,115.7441,0.9961,7,5018.0810
40243657,35040,151.7620,0.9949,7,7132.5310
40243657,43800,177.2017,0.9940,7,8768.4897
40243657,52560,193.6950,0.9935,7,10007.4563
40243657,61320,252.0297,0.9915,7,16831.6024
40243657,70080,302.3223,0.9898,7,19692.7961
40243657,78840,320.1183,0.9892,7,20490.2513
40243657,87600,331.7833,0.9888,7,21418.5621
40243657,87864,333.5632,0.9888,7,21508.3513
38367955,8760,1214.2629,0.9590,1,29793.4203
38367955,17520,2117.4869,0.9285,1,40599.4394
38367955,26280,3043.3936,0.8973,1,55055.6536
38367955,35040,3897.4824,0.8686,1,69027.0643
38367955,43800,4687.5563,0.8420,1,79759.3869
38367955,52560,5433.8596,0.8168,1,89049.6537
38367955,61320,6211.8064,0.7906,1,108047.4843
38367955,70080,6965.6161,0.7652,1,121925.2599
38367955,78840,7654.0761,0.7420,1,130842.3583
38367955,87600,8331.0027,0.7192,1,138655.7035
38367955,87864,8353.6962,0.7184,1,139097.3186
38367955,8760,509.6659,0.9828,2,18280.0515
38367955,17520,739.2050,0.9750,2,22740.7555
38367955,26280,1030.9324,0.9652,2,30235.5025
38367955,35040,1282.6448,0.9568,2,38673.7030
38367955,43800,1479.7115,0.9501,2,44701.7952
38367955,52560,1671.0562,0.9437,2,49296.7752
38367955,61320,1978.9468,0.9333,2,63624.5762
38367955,70080,2244.2209,0.9244,2,73464.8364
38367955,78840,2443.3581,0.9177,2,78633.3455
38367955,87600,2624.8725,0.9115,2,82865.2765
38367955,87864,2633.9421,0.9112,2,83159.6208
38367955,8760,310.2340,0.9895,3,11968.8391
38367955,17520,413.3625,0.9860,3,13935.0297
38367955,26280,564.0631,0.9810,3,18126.2693
38367955,35040,711.7455,0.9760,3,23593.5098
38367955,43800,819.9560,0.9724,3,27380.8217
38367955,52560,903.1997,0.9696,3,30073.9535
38367955,61320,1089.6586,0.9633,3,40872.0127
38367955,70080,1252.1507,0.9578,3,47654.6615
38367955,78840,1356.7965,0.9543,3,50718.6016
38367955,87600,1438.8464,0.9515,3,53109.0817
38367955,87864,1443.4134,0.9514,3,53306.9161
38367955,8760,192.7567,0.9935,4,7979.3897
38367955,17520,235.1446,0.9921,4,8868.5356
38367955,26280,314.4777,0.9894,4,11267.4130
38367955,35040,408.6433,0.9862,4,14894.2477
38367955,43800,469.9896,0.9842,4,17397.7554
38367955,52560,509.4266,0.9828,4,19169.0719
