node_id,hour,te,q_rem,penalty_cost,revenue
50875,8760,1190.0918,0.9598,1,54018.1604
50875,17520,2060.5438,0.9305,1,73684.6941
50875,26280,2969.0218,0.8999,1,105326.4765
50875,35040,3793.2399,0.8721,1,132777.3317
50875,43800,4551.8212,0.8465,1,154543.2458
50875,52560,5311.7522,0.8209,1,172876.9861
50875,61320,6128.7148,0.7934,1,211316.4518
50875,70080,6969.1815,0.7651,1,244566.7099
50875,78840,7706.5252,0.7403,1,262466.4327
50875,87600,8402.7085,0.7168,1,280988.6321
50875,87864,8428.0635,0.7159,1,282369.3804
50875,8760,691.0341,0.9767,2,40122.2989
50875,17520,1035.0929,0.9651,2,52134.3917
50875,26280,1462.4908,0.9507,2,75754.0753
50875,35040,1828.9500,0.9383,2,96824.3773
50875,43800,2105.2225,0.9290,2,113662.8344
50875,52560,2384.3400,0.9196,2,126883.3374
50875,61320,2778.1783,0.9064,2,161361.7311
50875,70080,3118.9854,0.8949,2,191692.8823
50875,78840,3364.9061,0.8866,2,206230.0786
50875,87600,3596.1803,0.8788,2,222416.7126
50875,87864,3614.4466,0.8781,2,223858.8446
50875,8760,475.3439,0.9840,3,31037.3554
50875,17520,680.3669,0.9770,3,38893.1965
50875,26280,976.9195,0.9671,3,57193.0721
50875,35040,1222.1548,0.9588,3,73809.4750
50875,43800,1404.5641,0.9527,3,87510.4319
50875,52560,1562.3620,0.9473,3,97769.0500
50875,61320,1844.4350,0.9378,3,127970.5454
50875,70080,2085.6413,0.9297,3,154757.8594
50875,78840,2235.8497,0.9247,3,166782.1723
50875,87600,2381.4728,0.9197,3,180726.8445
50875,87864,2392.9386,0.9193,3,182023.8263
50875,8760,356.3972,0.9880,4,24519.1287
50875,17520,479.3856,0.9838,4,29845.1585
50875,26280,688.2968,0.9768,4,44338.4963
50875,35040,870.7212,0.9707,4,57714.6776
50875,43800,1007.5578,0.9660,4,69055.8050
50875,52560,1117.4153,0.9623,4,77378.2701
50875,61320,1335.3106,0.9550,4,104110.8002
50875,70080,1523.6959,0.9486,4,127969.3094
50875,78840,1638.2783,0.9448,4,138154.4350
50875,87600,1746.5614,0.9411,4,150390.8139
50875,87864,1756.2886,0.9407,4,151561.6935
50875,8760,269.7234,0.9909,5,19564.0512
50875,17520,353.1377,0.9881,5,23283.5544
50875,26280,514.6276,0.9826,5,34901.5431
50875,35040,657.7220,0.9778,5,45788.5019
50875,43800,764.2613,0.9742,5,55264.7978
50875,52560,845.8601,0.9715,5,62175.7718
50875,61320,1020.1535,0.9656,5,86049.4747
50875,70080,1178.0888,0.9603,5,107404.2496
50875,78840,1271.6681,0.9571,5,116051.9615
50875,87600,1357.2445,0.9543,5,126918.4981
50875,87864,1365.0455,0.9539,5,127964.4273
50875,8760,209.0126,0.9930,6,15716.9409
50875,17520,265.8890,0.9910,6,18348.5088
50875,26280,397.1306,0.9866,6,27681.0236
50875,35040,511.4548,0.9828,6,36539.7281
50875,43800,598.4003,0.9798,6,44507.1622
50875,52560,660.1760,0.9778,6,50308.5060
50875,61320,803.1609,0.9729,6,71804.1936
50875,70080,935.9876,0.9685,6,90994.1469
50875,78840,1011.8114,0.9659,6,98393.2565
50875,87600,1085.9009,0.9634,6,108079.5468
50875,87864,1093.7815,0.9631,6,109012.3837
50875,8760,164.7042,0.9944,7,12733.0998
50875,17520,207.5863,0.9930,7,14586.7014
50875,26280,308.6617,0.9896,7,22109.0964
50875,35040,395.9474,0.9867,7,29384.2557
50875,43800,468.3821,0.9842,7,36108.4888
50875,52560,520.9974,0.9824,7,41022.4649
50875,61320,643.3803,0.9783,7,60507.6280
50875,70080,756.3412,0.9745,7,77848.1195
50875,78840,816.4253,0.9725,7,84220.4266
50875,87600,879.5857,0.9704,7,92866.3833
50875,87864,886.7358,0.9701,7,93688.7956
50876,8760,1190.0918,0.9598,1,54018.1604
50876,17520,2060.5438,0.9305,1,73684.6941
50876,26280,2969.0218,0.8999,1,105326.4765
50876,35040,3793.2399,0.8721,1,132777.3317
50876,43800,4551.8212,0.8465,1,154543.2458
50876,52560,5311.7522,0.8209,1,172876.9861
50876,61320,6128.7148,0.7934,1,211316.4518
50876,70080,6969.1815,0.7651,1,244566.7099
50876,78840,7706.5252,0.7403,1,262466.4327
50876,87600,8402.7085,0.7168,1,280988.6321
50876,87864,8428.0635,0.7159,1,282369.3804
50876,8760,691.0341,0.9767,2,40122.2989
50876,17520,1035.0929,0.9651,2,52134.3917
50876,26280,1462.4908,0.9507,2,75754.0753
50876,35040,1828.9500,0.9383,2,96824.3773
50876,43800,2105.2225,0.9290,2,113662.8344
50876,52560,2384.3400,0.9196,2,126883.3374
50876,61320,2778.1783,0.9064,2,161361.7311
50876,70080,3118.9854,0.8949,2,191692.8823
50876,78840,3364.9061,0.8866,2,206230.0786
50876,87600,3596.1803,0.8788,2,222416.7126
50876,87864,3614.4466,0.8781,2,223858.8446
50876,8760,475.3439,0.9840,3,31037.3554
50876,17520,680.3669,0.9770,3,38893.1965
50876,26280,976.9195,0.9671,3,57193.0721
50876,35040,1222.1548,0.9588,3,73809.4750
50876,43800,1404.5641,0.9527,3,87510.4319
50876,52560,1562.3620,0.9473,3,97769.0500
50876,61320,1844.4350,0.9378,3,127970.5454
50876,70080,2085.6413,0.9297,3,154757.8594
50876,78840,2235.8497,0.9247,3,166782.1723
50876,87600,2381.4728,0.9197,3,180726.8445
50876,87864,2392.9386,0.9193,3,182023.8263
50876,8760,356.3972,0.9880,4,24519.1287
50876,17520,479.3856,0.9838,4,29845.1585
50876,26280,688.2968,0.9768,4,44338.4963
50876,35040,870.7212,0.9707,4,57714.6776
50876,43800,1007.5578,0.9660,4,69055.8050
50876,52560,1117.4153,0.9623,4,77378.2701
50876,61320,1335.3106,0.9550,4,104110.8002
50876,70080,1523.6959,0.9486,4,127969.3094
50876,78840,1638.2783,0.9448,4,138154.4350
50876,87600,1746.5614,0.9411,4,150390.8139
50876,87864,1756.2886,0.9407,4,151561.6935
50876,8760,269.7234,0.9909,5,19564.0512
50876,17520,353.1377,0.9881,5,23283.5544
50876,26280,514.6276,0.9826,5,34901.5431
50876,35040,657.7220,0.9778,5,45788.5019
50876,43800,764.2613,0.9742,5,55264.7978
50876,52560,845.8601,0.9715,5,62175.7718
50876,61320,1020.1535,0.9656,5,86049.4747
50876,70080,1178.0888,0.9603,5,107404.2496
50876,78840,1271.6681,0.9571,5,116051.9615
50876,87600,1357.2445,0.9543,5,126918.4981
50876,87864,1365.0455,0.9539,5,127964.4273
50876,8760,209.0126,0.9930,6,15716.9409
50876,17520,265.8890,0.9910,6,18348.5088
50876,26280,397.1306,0.9866,6,27681.0236
50876,35040,511.4548,0.9828,6,36539.7281
50876,43800,598.4003,0.9798,6,44507.1622
50876,52560,660.1760,0.9778,6,50308.5060
50876,61320,803.1609,0.9729,6,71804.1936
50876,70080,935.9876,0.9685,6,90994.1469
50876,78840,1011.8114,0.9659,6,98393.2565
50876,87600,1085.9009,0.9634,6,108079.5468
50876,87864,1093.7815,0.9631,6,109012.3837
50876,8760,164.7042,0.9944,7,12733.0998
50876,17520,207.5863,0.9930,7,14586.7014
50876,26280,308.6617,0.9896,7,22109.0964
50876,35040,395.9474,0.9867,7,29384.2557
50876,43800,468.3821,0.9842,7,36108.4888
50876,52560,520.9974,0.9824,7,41022.4649
50876,61320,643.3803,0.9783,7,60507.6280
50876,70080,756.3412,0.9745,7,77848.1195
50876,78840,816.4253,0.9725,7,84220.4266
50876,87600,879.5857,0.9704,7,92866.3833
50876,87864,886.7358,0.9701,7,93688.7956
50877,8760,1190.0918,0.9598,1,54018.1604
50877,17520,2060.5438,0.9305,1,73684.6941
50877,26280,2969.0218,0.8999,1,105326.4765
50877,35040,3793.2399,0.8721,1,132777.3317
50877,43800,4551.8212,0.8465,1,154543.2458
50877,52560,5311.7522,0.8209,1,172876.9861
50877,61320,6128.7148,0.7934,1,211316.4518
50877,70080,6969.1815,0.7651,1,244566.7099
50877,78840,7706.5252,0.7403,1,262466.4327
50877,87600,8402.7085,0.7168,1,280988.6321
50877,87864,8428.0635,0.7159,1,282369.3804
50877,8760,691.0341,0.9767,2,40122.2989
50877,17520,1035.0929,0.9651,2,52134.3917
50877,26280,1462.4908,0.9507,2,75754.0753
50877,35040,1828.9500,0.9383,2,96824.3773
50877,43800,2105.2225,0.9290,2,113662.8344
50877,52560,2384.3400,0.9196,2,126883.3374
50877,61320,2778.1783,0.9064,2,161361.7311
50877,70080,3118.9854,0.8949,2,191692.8823
50877,78840,3364.9061,0.8866,2,206230.0786
50877,87600,3596.1803,0.8788,2,222416.7126
50877,87864,3614.4466,0.8781,2,223858.8446
50877,8760,475.3439,0.9840,3,31037.3554
50877,17520,680.3669,0.9770,3,38893.1965
50877,26280,976.9195,0.9671,3,57193.0721
50877,35040,1222.1548,0.9588,3,73809.4750
50877,43800,1404.5641,0.9527,3,87510.4319
50877,52560,1562.3620,0.9473,3,97769.0500
50877,61320,1844.4350,0.9378,3,127970.5454
50877,70080,2085.6413,0.9297,3,154757.8594
50877,78840,2235.8497,0.9247,3,166782.1723
50877,87600,2381.4728,0.9197,3,180726.8445
50877,87864,2392.9386,0.9193,3,182023.8263
50877,8760,356.3972,0.9880,4,24519.1287
50877,17520,479.3856,0.9838,4,29845.1585
50877,26280,688.2968,0.9768,4,44338.4963
50877,35040,870.7212,0.9707,4,57714.6776
50877,43800,1007.5578,0.9660,4,69055.8050
50877,52560,1117.4153,0.9623,4,77378.2701
50877,61320,1335.3106,0.9550,4,104110.8002
50877,70080,1523.6959,0.9486,4,127969.3094
50877,78840,1638.2783,0.9448,4,138154.4350
50877,87600,1746.5614,0.9411,4,150390.8139
50877,87864,1756.2886,0.9407,4,151561.6935
50877,8760,269.7234,0.9909,5,19564.0512
50877,17520,353.1377,0.9881,5,23283.5544
50877,26280,514.6276,0.9826,5,34901.5431
50877,35040,657.7220,0.9778,5,45788.5019
50877,43800,764.2613,0.9742,5,55264.7978
50877,52560,845.8601,0.9715,5,62175.7718
50877,61320,1020.1535,0.9656,5,86049.4747
50877,70080,1178.0888,0.9603,5,107404.2496
50877,78840,1271.6681,0.9571,5,116051.9615
50877,87600,1357.2445,0.9543,5,126918.4981
50877,87864,1365.0455,0.9539,5,127964.4273
50877,8760,209.0126,0.9930,6,15716.9409
50877,17520,265.8890,0.9910,6,18348.5088
50877,26280,397.1306,0.9866,6,27681.0236
50877,35040,511.4548,0.9828,6,36539.7281
50877,43800,598.4003,0.9798,6,44507.1622
50877,52560,660.1760,0.9778,6,50308.5060
50877,61320,803.1609,0.9729,6,71804.1936
50877,70080,935.9876,0.9685,6,90994.1469
50877,78840,1011.8114,0.9659,6,98393.2565
50877,87600,1085.9009,0.9634,6,108079.5468
50877,87864,1093.7815,0.9631,6,109012.3837
50877,8760,164.7042,0.9944,7,12733.0998
50877,17520,207.5863,0.9930,7,14586.7014
50877,26280,308.6617,0.9896,7,22109.0964
50877,35040,395.9474,0.9867,7,29384.2557
50877,43800,468.3821,0.9842,7,36108.4888
50877,52560,520.9974,0.9824,7,41022.4649
50877,61320,643.3803,0.9783,7,60507.6280
50877,70080,756.3412,0.9745,7,77848.1195
50877,78840,816.4253,0.9725,7,84220.4266
50877,87600,879.5857,0.9704,7,92866.3833
50877,87864,886.7358,0.9701,7,93688.7956
49860,8760,1190.0918,0.9598,1,54049.0870
49860,17520,2060.5438,0.9305,1,73716.6006
49860,26280,2969.0218,0.8999,1,105358.1324
49860,35040,3793.7633,0.8721,1,132808.9901
49860,43800,4552.8436,0.8465,1,154574.5397
49860,52560,5312.7482,0.8209,1,172907.4670
49860,61320,6129.6830,0.7934,1,211352.8844
49860,70080,6970.1216,0.7650,1,244604.6529
49860,78840,7707.4401,0.7402,1,262504.8775
49860,87600,8403.6004,0.7167,1,281026.1962
49860,87864,8428.9544,0.7158,1,282406.9055
49860,8760,691.0341,0.9767,2,40155.0563
49860,17520,1035.0929,0.9651,2,52169.6446
49860,26280,1462.4908,0.9507,2,75789.0913
49860,35040,1828.9500,0.9383,2,96859.3912
49860,43800,2105.2225,0.9290,2,113698.4054
49860,52560,2384.3400,0.9196,2,126918.7862
49860,61320,2778.1783,0.9064,2,161405.4566
49860,70080,3118.9854,0.8949,2,191740.0063
49860,78840,3364.9061,0.8866,2,206278.6108
49860,87600,3596.1803,0.8788,2,222465.1632
49860,87864,3614.4466,0.8781,2,223907.3410
49860,8760,475.3439,0.9840,3,31073.7651
49860,17520,680.3669,0.9770,3,38932.1003
49860,26280,976.9195,0.9671,3,57231.7496
49860,35040,1222.1548,0.9588,3,73848.1504
49860,43800,1404.5641,0.9527,3,87549.6568
49860,52560,1562.3620,0.9473,3,97808.0820
49860,61320,1844.4350,0.9378,3,128018.0900
49860,70080,2085.6413,0.9297,3,154808.8337
49860,78840,2235.8497,0.9247,3,166834.6103
49860,87600,2381.4728,0.9197,3,180779.2128
49860,87864,2392.9386,0.9193,3,182076.2170
49860,8760,355.2117,0.9880,4,24558.3421
49860,17520,478.2058,0.9839,4,29886.7693
49860,26280,687.1257,0.9768,4,44380.5219
49860,35040,869.5578,0.9707,4,57757.2746
49860,43800,1006.4004,0.9661,4,69099.4929
49860,52560,1116.2625,0.9624,4,77422.0924
49860,61320,1334.1668,0.9550,4,104164.3571
49860,70080,1522.5598,0.9487,4,128027.3057
49860,78840,1637.1469,0.9448,4,138214.3546
49860,87600,1745.4343,0.9412,4,150451.1706
49860,87864,1755.1620,0.9408,4,151622.1351
49860,8760,269.7234,0.9909,5,19604.8181
49860,17520,353.1377,0.9881,5,23325.8142
49860,26280,514.6276,0.9826,5,34943.5810
49860,35040,657.7220,0.9778,5,45830.5456
49860,43800,764.2613,0.9742,5,55307.4547
49860,52560,845.8601,0.9715,5,62218.1974
49860,61320,1020.1535,0.9656,5,86100.5743
49860,70080,1178.0888,0.9603,5,107458.9368
49860,78840,1271.6681,0.9571,5,116108.1843
49860,87600,1357.2445,0.9543,5,126974.6701
49860,87864,1365.0455,0.9539,5,128020.6226
49860,8760,209.0126,0.9930,6,15758.3370
49860,17520,265.8890,0.9910,6,18391.3831
49860,26280,397.1306,0.9866,6,27723.6771
49860,35040,511.4548,0.9828,6,36582.3875
49860,43800,598.4003,0.9798,6,44550.4450
49860,52560,660.1760,0.9778,6,50351.5122
49860,61320,803.1609,0.9729,6,71855.9141
49860,70080,935.9876,0.9685,6,91049.4730
49860,78840,1011.8114,0.9659,6,98450.0764
49860,87600,1085.9009,0.9634,6,108136.3155
49860,87864,1093.7815,0.9631,6,109069.1758
49860,8760,164.1077,0.9945,7,12774.9304
49860,17520,206.9908,0.9930,7,14629.9872
49860,26280,308.0683,0.9896,7,22152.3328
49860,35040,395.3559,0.9867,7,29427.6538
49860,43800,467.7922,0.9842,7,36152.6647
49860,52560,520.4086,0.9825,7,41066.5129
49860,61320,642.7940,0.9783,7,60560.7790
49860,70080,755.7573,0.9745,7,77905.2048
49860,78840,815.2592,0.9725,7,84279.0560
49860,87600,878.4222,0.9704,7,92925.3164
49860,87864,885.5725,0.9701,7,93747.7990
49861,8760,1190.0918,0.9598,1,54049.0870
49861,17520,2060.5438,0.9305,1,73716.6006
49861,26280,2969.0218,0.8999,1,105358.1324
49861,35040,3793.7633,0.8721,1,132808.9901
49861,43800,4553.3522,0.8465,1,154589.8978
49861,52560,5313.2437,0.8209,1,172922.4465
49861,61320,6130.1646,0.7934,1,211367.0876
49861,70080,6970.5892,0.7650,1,244618.1846
49861,78840,7707.8952,0.7402,1,262518.0373
49861,87600,8404.0441,0.7167,1,281038.9753
49861,87864,8429.3976,0.7158,1,282419.6467
49861,8760,691.0341,0.9767,2,40155.0563
49861,17520,1035.0929,0.9651,2,52169.6446
49861,26280,1462.4908,0.9507,2,75789.0913
49861,35040,1828.9500,0.9383,2,96859.3912
49861,43800,2105.2225,0.9290,2,113708.8849
49861,52560,2384.3400,0.9196,2,126929.2657
49861,61320,2778.1783,0.9064,2,161415.9362
49861,70080,3118.9854,0.8949,2,191750.4858
49861,78840,3364.9061,0.8866,2,206289.0903
49861,87600,3596.1803,0.8788,2,222475.6427
49861,87864,3614.4466,0.8781,2,223917.8205
49861,8760,475.3439,0.9840,3,31073.7651
49861,17520,680.3669,0.9770,3,38932.1003
49861,26280,976.9195,0.9671,3,57231.7496
49861,35040,1222.1548,0.9588,3,73848.1504
49861,43800,1405.1356,0.9526,3,87554.4900
49861,52560,1562.9301,0.9473,3,97812.6916
49861,61320,1844.9973,0.9378,3,128022.0825
49861,70080,2086.1985,0.9297,3,154812.2827
49861,78840,2236.4039,0.9246,3,166837.8071
49861,87600,2382.0240,0.9197,3,180782.1253
49861,87864,2393.4895,0.9193,3,182079.0955
49861,8760,355.2117,0.9880,4,24558.3421
49861,17520,478.2058,0.9839,4,29886.7693
49861,26280,687.1257,0.9768,4,44380.5219
49861,35040,869.5578,0.9707,4,57757.2746
49861,43800,1006.4004,0.9661,4,69099.4929
49861,52560,1116.2625,0.9624,4,77422.0924
49861,61320,1334.1668,0.9550,4,104164.3571
49861,70080,1522.5598,0.9487,4,128027.3057
49861,78840,1637.1469,0.9448,4,138214.3546
49861,87600,1745.4343,0.9412,4,150451.1706
49861,87864,1755.1620,0.9408,4,151622.1351
49861,8760,269.7234,0.9909,5,19604.8181
49861,17520,353.1377,0.9881,5,23325.8142
49861,26280,514.6276,0.9826,5,34943.5810
49861,35040,657.7220,0.9778,5,45830.5456
49861,43800,764.2613,0.9742,5,55307.4547
49861,52560,845.8601,0.9715,5,62218.1974
49861,61320,1020.1535,0.9656,5,86100.5743
49861,70080,1178.0888,0.9603,5,107458.9368
49861,78840,1271.6681,0.9571,5,116108.1843
49861,87600,1357.2445,0.9543,5,126974.6701
49861,87864,1365.0455,0.9539,5,128020.6226
49861,8760,209.0126,0.9930,6,15758.3370
49861,17520,265.8890,0.9910,6,18391.3831
49861,26280,397.1306,0.9866,6,27723.6771
49861,35040,511.4548,0.9828,6,36582.3875
49861,43800,598.4003,0.9798,6,44550.4450
49861,52560,660.1760,0.9778,6,50351.5122
49861,61320,803.1609,0.9729,6,71855.9141
49861,70080,935.9876,0.9685,6,91049.4730
49861,78840,1011.8114,0.9659,6,98450.0764
49861,87600,1085.9009,0.9634,6,108136.3155
49861,87864,1093.7815,0.9631,6,109069.1758
49861,8760,164.1077,0.9945,7,12774.9304
49861,17520,206.9908,0.9930,7,14629.9872
49861,26280,308.0683,0.9896,7,22152.3328
49861,35040,395.3559,0.9867,7,29427.6538
49861,43800,467.7922,0.9842,7,36152.6647
49861,52560,520.4086,0.9825,7,41066.5129
49861,61320,642.7940,0.9783,7,60560.7790
49861,70080,755.7573,0.9745,7,77905.2048
49861,78840,815.2592,0.9725,7,84279.0560
49861,87600,878.4222,0.9704,7,92925.3164
49861,87864,885.5725,0.9701,7,93747.7990
49862,8760,1190.0918,0.9598,1,54049.0870
49862,17520,2060.5438,0.9305,1,73716.6006
49862,26280,2969.0218,0.8999,1,105358.1324
49862,35040,3793.7633,0.8721,1,132808.9901
49862,43800,4552.8436,0.8465,1,154574.5397
49862,52560,5312.7482,0.8209,1,172907.4670
49862,61320,6129.6830,0.7934,1,211352.8844
49862,70080,6970.1216,0.7650,1,244604.6529
49862,78840,7707.4401,0.7402,1,262504.8775
49862,87600,8403.6004,0.7167,1,281026.1962
49862,87864,8428.9544,0.7158,1,282406.9055
49862,8760,691.0341,0.9767,2,40155.0563
49862,17520,1035.0929,0.9651,2,52169.6446
49862,26280,1462.4908,0.9507,2,75789.0913
49862,35040,1828.9500,0.9383,2,96859.3912
49862,43800,2105.2225,0.9290,2,113698.4054
49862,52560,2384.3400,0.9196,2,126918.7862
49862,61320,2778.1783,0.9064,2,161405.4566
49862,70080,3118.9854,0.8949,2,191740.0063
49862,78840,3364.9061,0.8866,2,206278.6108
49862,87600,3596.1803,0.8788,2,222465.1632
49862,87864,3614.4466,0.8781,2,223907.3410
49862,8760,475.3439,0.9840,3,31073.7651
49862,17520,680.3669,0.9770,3,38932.1003
49862,26280,976.9195,0.9671,3,57231.7496
49862,35040,1222.1548,0.9588,3,73848.1504
49862,43800,1404.5641,0.9527,3,87549.6568
49862,52560,1562.3620,0.9473,3,97808.0820
49862,61320,1844.4350,0.9378,3,128018.0900
49862,70080,2085.6413,0.9297,3,154808.8337
49862,78840,2235.8497,0.9247,3,166834.6103
49862,87600,2381.4728,0.9197,3,180779.2128
49862,87864,2392.9386,0.9193,3,182076.2170
49862,8760,355.2117,0.9880,4,24558.3421
49862,17520,478.2058,0.9839,4,29886.7693
49862,26280,687.1257,0.9768,4,44380.5219
49862,35040,869.5578,0.9707,4,57757.2746
49862,43800,1006.4004,0.9661,4,69099.4929
49862,52560,1116.2625,0.9624,4,77422.0924
49862,61320,1334.1668,0.9550,4,104164.3571
49862,70080,1522.5598,0.9487,4,128027.3057
49862,78840,1637.1469,0.9448,4,138214.3546
49862,87600,1745.4343,0.9412,4,150451.1706
49862,87864,1755.1620,0.9408,4,151622.1351
49862,8760,269.7234,0.9909,5,19604.8181
49862,17520,353.1377,0.9881,5,23325.8142
49862,26280,514.6276,0.9826,5,34943.5810
49862,35040,657.7220,0.9778,5,45830.5456
49862,43800,764.2613,0.9742,5,55307.4547
49862,52560,845.8601,0.9715,5,62218.1974
49862,61320,1020.1535,0.9656,5,86100.5743
49862,70080,1178.0888,0.9603,5,107458.9368
49862,78840,1271.6681,0.9571,5,116108.1843
49862,87600,1357.2445,0.9543,5,126974.6701
49862,87864,1365.0455,0.9539,5,128020.6226
49862,8760,209.0126,0.9930,6,15758.3370
49862,17520,265.8890,0.9910,6,18391.3831
49862,26280,397.1306,0.9866,6,27723.6771
49862,35040,511.4548,0.9828,6,36582.3875
49862,43800,598.4003,0.9798,6,44550.4450
49862,52560,660.1760,0.9778,6,50351.5122
49862,61320,803.1609,0.9729,6,71855.9141
49862,70080,935.9876,0.9685,6,91049.4730
49862,78840,1011.8114,0.9659,6,98450.0764
49862,87600,1085.9009,0.9634,6,108136.3155
49862,87864,1093.7815,0.9631,6,109069.1758
49862,8760,164.1077,0.9945,7,12774.9304
49862,17520,206.9908,0.9930,7,14629.9872
49862,26280,308.0683,0.9896,7,22152.3328
49862,35040,395.3559,0.9867,7,29427.6538
49862,43800,467.7922,0.9842,7,36152.6647
49862,52560,520.4086,0.9825,7,41066.5129
49862,61320,642.7940,0.9783,7,60560.7790
49862,70080,755.7573,0.9745,7,77905.2048
49862,78840,815.2592,0.9725,7,84279.0560
49862,87600,878.4222,0.9704,7,92925.3164
49862,87864,885.5725,0.9701,7,93747.7990
5021713,8760,1190.0918,0.9598,1,54049.0870
5021713,17520,2060.5438,0.9305,1,73716.6006
5021713,26280,2969.0218,0.8999,1,105358.1324
5021713,35040,3793.7633,0.8721,1,132808.9901
5021713,43800,4553.3522,0.8465,1,154589.8978
5021713,52560,5313.2437,0.8209,1,172922.4465
5021713,61320,6130.1646,0.7934,1,211367.0876
5021713,70080,6970.5892,0.7650,1,244618.1846
5021713,78840,7707.8952,0.7402,1,262518.0373
5021713,87600,8404.0441,0.7167,1,281038.9753
5021713,87864,8429.3976,0.7158,1,282419.6467
5021713,8760,691.0341,0.9767,2,40155.0563
5021713,17520,1035.0929,0.9651,2,52169.6446
5021713,26280,1462.4908,0.9507,2,75789.0913
5021713,35040,1828.9500,0.9383,2,96859.3912
5021713,43800,2105.2225,0.9290,2,113708.8849
5021713,52560,2384.3400,0.9196,2,126929.2657
5021713,61320,2778.1783,0.9064,2,161415.9362
5021713,70080,3118.9854,0.8949,2,191750.4858
5021713,78840,3364.9061,0.8866,2,206289.0903
5021713,87600,3596.1803,0.8788,2,222475.6427
5021713,87864,3614.4466,0.8781,2,223917.8205
5021713,8760,475.3439,0.9840,3,31073.7651
5021713,17520,680.3669,0.9770,3,38932.1003
5021713,26280,976.9195,0.9671,3,57231.7496
5021713,35040,1222.1548,0.9588,3,73848.1504
5021713,43800,1405.1356,0.9526,3,87554.4900
5021713,52560,1562.9301,0.9473,3,97812.6916
5021713,61320,1844.9973,0.9378,3,128022.0825
5021713,70080,2086.1985,0.9297,3,154812.2827
5021713,78840,2236.4039,0.9246,3,166837.8071
5021713,87600,2382.0240,0.9197,3,180782.1253
5021713,87864,2393.4895,0.9193,3,182079.0955
5021713,8760,355.2117,0.9880,4,24558.3421
5021713,17520,478.2058,0.9839,4,29886.7693
5021713,26280,687.1257,0.9768,4,44380.5219
5021713,35040,869.5578,0.9707,4,57757.2746
5021713,43800,1006.4004,0.9661,4,69099.4929
5021713,52560,1116.2625,0.9624,4,77422.0924
5021713,61320,1334.1668,0.9550,4,104164.3571
5021713,70080,1522.5598,0.9487,4,128027.3057
5021713,78840,1637.1469,0.9448,4,138214.3546
5021713,87600,1745.4343,0.9412,4,150451.1706
5021713,87864,1755.1620,0.9408,4,151622.1351
5021713,8760,269.7234,0.9909,5,19604.8181
5021713,17520,353.1377,0.9881,5,23325.8142
5021713,26280,514.6276,0.9826,5,34943.5810
5021713,35040,657.7220,0.9778,5,45830.5456
5021713,43800,764.2613,0.9742,5,55307.4547
5021713,52560,845.8601,0.9715,5,62218.1974
5021713,61320,1020.1535,0.9656,5,86100.5743
5021713,70080,1178.0888,0.9603,5,107458.9368
5021713,78840,1271.6681,0.9571,5,116108.1843
5021713,87600,1357.2445,0.9543,5,126974.6701
5021713,87864,1365.0455,0.9539,5,128020.6226
5021713,8760,209.0126,0.9930,6,15758.3370
5021713,17520,265.8890,0.9910,6,18391.3831
5021713,26280,397.1306,0.9866,6,27723.6771
5021713,35040,511.4548,0.9828,6,36582.3875
5021713,43800,598.4003,0.9798,6,44550.4450
5021713,52560,660.1760,0.9778,6,50351.5122
5021713,61320,803.1609,0.9729,6,71855.9141
5021713,70080,935.9876,0.9685,6,91049.4730
5021713,78840,1011.8114,0.9659,6,98450.0764
5021713,87600,1085.9009,0.9634,6,108136.3155
5021713,87864,1093.7815,0.9631,6,109069.1758
5021713,8760,164.1077,0.9945,7,12774.9304
5021713,17520,206.9908,0.9930,7,14629.9872
5021713,26280,308.0683,0.9896,7,22152.3328
5021713,35040,395.3559,0.9867,7,29427.6538
5021713,43800,467.7922,0.9842,7,36152.6647
5021713,52560,520.4086,0.9825,7,41066.5129
5021713,61320,642.7940,0.9783,7,60560.7790
5021713,70080,755.7573,0.9745,7,77905.2048
5021713,78840,815.2592,0.9725,7,84279.0560
5021713,87600,878.4222,0.9704,7,92925.3164
5021713,87864,885.5725,0.9701,7,93747.7990
21616495,8760,1213.3256,0.9590,1,43747.2304
21616495,17520,2109.9390,0.9288,1,59009.8159
21616495,26280,3059.1552,0.8968,1,82628.9458
21616495,35040,3930.5509,0.8675,1,103537.4132
21616495,43800,4755.5984,0.8397,1,117680.2553
21616495,52560,5541.5756,0.8132,1,130406.9213
21616495,61320,6404.5659,0.7841,1,156037.9803
21616495,70080,7286.2769,0.7544,1,172240.3921
21616495,78840,8081.4438,0.7276,1,180259.2983
21616495,87600,8810.7474,0.7030,1,188062.4176
21616495,87864,8835.9339,0.7021,1,189204.6915
21616495,8760,651.0029,0.9780,2,30046.5151
21616495,17520,950.3643,0.9679,2,38076.2985
21616495,26280,1321.7385,0.9554,2,53884.0600
21616495,35040,1636.5750,0.9448,2,68685.4757
21616495,43800,1870.2956,0.9370,2,77684.3853
21616495,52560,2110.9827,0.9289,2,85156.4443
21616495,61320,2460.8933,0.9170,2,106067.7771
21616495,70080,2721.0042,0.9083,2,117950.2628
21616495,78840,2889.9280,0.9026,2,122043.1702
21616495,87600,3058.2960,0.8969,2,126230.1371
21616495,87864,3075.2808,0.8963,2,127394.0799
21616495,8760,418.7324,0.9859,3,21725.8594
21616495,17520,580.0586,0.9804,3,26301.3293
21616495,26280,816.2163,0.9725,3,37516.2373
